City,Partner Name,Address,Latitude,Longitude,Avarage Rating,Phone Number
Kuala-lumpur,Crazy Monkey Defense : Boxing ,"9 Jalan Riong, Bangsar, Kuala Lumpur 59100",3.127443,101.674112,5.0,""
Kuala-lumpur,Yoga Deep ,"Lot No.516, No.31 Jalan Cinta Alam, Country Height, 43000 Kajang ,Malaysia.",2.9935941,101.7431581,5.0,""
Kuala-lumpur,Marriott Putrajaya ,"Putrajaya Marriott Hotel, IOI Resort City, 62502, Sepang Utara, Malaysia.",2.970078,101.706476,5.0,""
Kuala-lumpur,Physique for You ,"Unit 28 & 30 - 2, Plaza Damansara, Jalan Medan Setia 2, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.149101,101.653269,5.0,""
Kuala-lumpur,Crazy Monkey Defense : Brazilian Jiu Jitsu (Monkey Jits) ,"9 Jalan Riong, Bangsar, Kuala Lumpur 59100",3.127443,101.674112,5.0,""
Kuala-lumpur,Amare Dance Academy ,88 Jalan Sungai Besi Pudu 55200 Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.129572,101.712849,5.0,""
Kuala-lumpur,OTC DANCE ACADEMY ,"14-2, Block B, Jalan BK 5A/2C, Bandar Kinrara, 47180 Puchong, Selangor. Puchong",3.047182,101.646357,5.0,60163116765
Kuala-lumpur,Ultimate Gym ,"12-2, Jalan Wangsa Delima 6, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.197607,101.745259,5.0,""
Kuala-lumpur,Dance Floor ,"10, Jalan Batu Nilam 3, Bandar Bukit Tinggi 1, 41200 Klang, Selangor",3.008032,101.43473,5.0,60192787950
Kuala-lumpur,One Martial Art ,"22-2, Jalan SL1/12, Bandar Sungai Long, Kajang, 43000 Kajang, Malaysia",3.042203,101.791687,5.0,""
Kuala-lumpur,Inner Melody Studio ,"No 13-2, Jln BS 10/6, Taman Bukit Serdang, 43300 Seri Kembangan, Selangor",3.038724,101.697296,5.0,60176886696
Kuala-lumpur,Allied Combat Sports ,"A-2-2 Plaza Damas, Parklane Walk Shop Office, Jalan Sri Hartamas 1, Sri Hartamas, 50480 KL",3.16403,101.655206,5.0,""
Kuala-lumpur,Roots Holistic Yoga ,"Lot S20, 2nd Floor, Mediplex Subang Jaya Medical Centre, Jalan SS12/1A, 47500 Subang Jaya, Selangor, Malaysia",3.078405,101.593617,4.8,60182022217
Kuala-lumpur,Afterburn Studio ,"18-1, Jalan Telawi 3, Bangsar Baru, 59100, Kuala Lumpur",3.1317831,101.6710852,4.8,""
Kuala-lumpur,Skateline Malaysia ,"Taman Rekreasi Lembah Kiara , Jalan Haji Open , Taman Tun Dr. Ismail , 60000 Kuala Lumpur.",3.1461,101.6255,4.8,60379325758
Kuala-lumpur,Ispirit Asia ,"B-5-12, One South Street Mall, Jln OS, Taman Serdang Perdana, 43300 Seri Kembangan, Selangor, Malaysia",3.043543,101.705992,4.8,601111844184
Kuala-lumpur,Flykidz Gymnastics ,"No 1-3, Jalan Solaris 3, Mont Kiara, 50480, Kuala Lumpur, Wilayah Persekutuan, 50480, Malaysia",3.175011,101.659753,4.8,60362037939
Kuala-lumpur,Aphrodite Movement ,"E-22-5, Casa Tropicana Condominium, Persiaran Tropicana, Tropicana Golf and Country Resort, 47410 Petaling Jaya, Selangor",3.13017,101.58374,4.8,60189081151
Kuala-lumpur,Hot Yo Studio ,"26-2 (Second Floor), Jalan 24/70A, Desa Sri Hartamas, 50480 W.P. Kuala Lumpur (opposite Burger King Hartamas)",3.162909,101.650887,4.7,60362113263
Kuala-lumpur,Crazy Monkey Defense ,"9 Jalan Riong, Bangsar, Kuala Lumpur 59100
Google maps: CMD Malaysia, FizFit & Kettlebell Workouts, Fitology and Nook Co-working
Video Directions : https://youtu.be/M-mhRwYZ_00",3.127443,101.674112,4.7,60322017556
Kuala-lumpur,Yoga House ,"11, Jalan 16/5
Seksyen 16
46350 Petaling Jaya
Selangor",3.123435,101.643363,4.7,60123720162
Kuala-lumpur,SweatSpa ,"F41, 1st Floor, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, 474000 Petaling Jaya, Selangor",3.127176,101.616585,4.7,60125306088
Kuala-lumpur,Our Body Space ,"Unit A5, Albakri Court 12-14 Persiaran Ampang Hilir Taman U Thant 55000 Kuala Lumpur Wilayah Persekutuan Kuala Lumpur",3.155823,101.729713,4.7,60342652756
Kuala-lumpur,Urban Spring (Xtend Barre) ,"57-1, Jalan Bangkung, Bukit Bandaraya, Bangsar, 59100 Kuala Lumpur, Malaysia",3.138287,101.668758,4.7,60320953998
Kuala-lumpur,Yogacraze ,"69-M Jalan Setiabakti, Damansara Heights, 50490, Kuala Lumpur",3.1552893,101.6559991,4.7,60123163473
Kuala-lumpur,Far Infrared (FIR) Therapy Sauna @ Fitology Intermark ,"Lot 2-01, The Intermark Mall, 348, Jalan Tun Razak, 50400 Kuala Lumpur",3.161334,101.720242,4.7,60321818698
Kuala-lumpur,Peak Fitness ,"Sogo (KL) Department Store Sdn. Bhd. Kompleks Sogo, 190, Jalan Tuanku Abdul Rahman, 50100, Kuala Lumpur.",3.156304,101.695615,4.7,60326181855
Kuala-lumpur,Yogshakti ,"23 Jalan Damai, Kampung Datuk Keramat, 55000 Kuala Lumpur, Malaysia",3.165096,101.717252,4.7,60122511857
Kuala-lumpur,Under The Light Yoga Studio ,"A2-2-2 Publika, No.1 Jalan Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur",3.17139,101.667672,4.7,60172007278
Kuala-lumpur,Shradha Yoga  ,"No. 5, Jalan 45/70A, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.15993,101.646519,4.7,60123076577
Kuala-lumpur,Merican Muay Thai ( Group Training ) ,"3, Jalan Solaris 3, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.174985,101.659755,4.7,60123300280
Kuala-lumpur,Bulldozers ,"46, Jalan Datuk Sulaiman 4
Taman Tun Dr Ismail
60000 Kuala Lumpur
Wilayah Persekutuan Kuala Lumpur",3.1514786,101.6304042,4.7,""
Kuala-lumpur,Latin Rhythm Dance Centre ,"Plaza Danau 2, 17-3, Jalan 109F, Taman Danau Desa, Wilayah Persekutuan, Taman Danau Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.099264,101.686444,4.7,60109827923
Kuala-lumpur,Topman Health and Fitness ,"77, Jalan USJ 11/2h, USJ 11, 47620 Subang Jaya, Selangor, Malaysia",3.043338,101.579763,4.7,60126694192
Kuala-lumpur,Aptitude Yoga ,"A-29-09, Mercu Summer Suites, No 8 Jalan Cendana, OFF Jalan Sultan Ismail Kuala Lumpur, Malaysia",3.15845,101.704959,4.7,60138886369
Kuala-lumpur,TCM Yoga Center ,"L-03-05, Jalan PPK 1, Taman Kinrara Section 3, Town Centre, 47100 Puchong",3.059282,101.641335,4.7,""
Kuala-lumpur,T3 Center (Tabimina System) ,"A-2-2, Jalan PJU 1A/3, Taipan 2 Damansara, Ara Damansara, 47301 Petaling Jaya.",3.120192,101.576794,4.7,60193830992
Kuala-lumpur,Vanquish Fitness ,"No. 35-2, Jalan Ara SD 7/3A, Bandar Sri Damansara, 52200 KL.",3.185573,101.613997,4.7,
Kuala-lumpur,OhanaJo ,"15-1 Jalan Daun Inai 21, Sunway SPK Damansara, KL 52200 (next to Desa Parkcity)",3.183784,101.622435,4.7,"60176968895, "
Kuala-lumpur,Urban Spring ,"57-1, Jalan Bangkung, Bukit Bandaraya, Bangsar, 59100 Kuala Lumpur, Malaysia",3.138287,101.668758,4.6,60320953998
Kuala-lumpur,YogaonethatIwant Studios ,"Hippie Hub, G16 Block 3, Level G, Perdana Emerald Condominium, Lot 6, Jalan PJU 8/3, Damansara Perdana",3.164566,101.60918,4.6,60133005980
Kuala-lumpur,Aravind Yoga Studio ,"L-2-2, Plaza Damas Phase II, No. 60, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.163843,101.656215,4.6,60123666608
Kuala-lumpur,Fitology @ The Intermark ,"Lot 2-01, The Intermark Mall, 348, Jalan Tun Razak, 50400 Kuala Lumpur",3.161334,101.720242,4.6,60321818698
Kuala-lumpur,Klinch MMA ,"Block D1, Level G4, Unit 3A,
Publika, Kuala Lumpur,
Malaysia",3.1704569,101.6654931,4.6,60163337375
Kuala-lumpur,Xtreme Kickboxing & Martial Art ,"A-2-2, Plaza Damas, Parklane Walk Shopoffice, Sri Hartamas, Kuala Lumpur, Malaysia",3.163666,101.655249,4.6,60122326749
Kuala-lumpur,Merican Muay Thai ( 1 on 1 Personal Training ) ,"3-3A Jalan Solaris, Solaris Mont Kiara, 50480 Kuala Lumpur",3.175006,101.659755,4.6,60123300280
Kuala-lumpur,Original Bootcamp ,"Padang Merbok, Parliament Street, Kuala Lumpur",3.1513379,101.6886522,4.6,60124763737
Kuala-lumpur,Discovery Pilates Studio ,"241b Lorong Nibong, off Jalan Ampang, 50450 Kuala Lumpur, Malaysia",3.1599758,101.7287396,4.6,60342669199
Kuala-lumpur,SweatSpa GE MALL ,"Lot 8, Level 4, Great Eastern Mall, 303 Jalan Ampang,
50450 Kuala Lumpur, Malaysia",3.160207,101.736846,4.6,60342652288
Kuala-lumpur,District 13 ,"No. 5, Bangunan TH, Jalan Bersatu 13/4, Seksyen 13, 46200 Petaling Jaya",3.114858,101.638689,4.6,60126585738
Kuala-lumpur,TreYoga ,Unit D3A-9 Dana 1 Commercial Centre Jalan PJU 1A/46,3.110639,101.584155,4.6,60166026368
Kuala-lumpur,WanaFit ,"63A-2, Block F, Zenith Corporate Park, Jalan SS7/26, Kelana Jaya",3.105682,101.593268,4.6,60173477104
Kuala-lumpur,Z Fit Dance Fitness ,"No 60, Jalan Damai Raya 2, Alam Damai Cheras, Kuala Lumpur",3.06233,101.744115,4.6,60174795376
Kuala-lumpur,Fitness Rx @ Fitology Intermark ,"Lot 2-01, The Intermark Mall, 348, Jalan Tun Razak, 50400 Kuala Lumpur",3.161334,101.720242,4.6,60321818698
Kuala-lumpur,YogArt ,"No.25 Jalan Sungai Dua, Taman Seputeh, 58000 Kuala Lumpur, Malaysia",3.115885,101.682479,4.6,60176010123
Kuala-lumpur,The Outlaw ,"No. 5, Jalan 6/10, Taman Subang Permai, Selangor",3.044072,101.599719,4.6,60380812853
Kuala-lumpur,Fuel Studio ,"51-1, Jalan Sepah Puteri 5/1B, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",3.154951,101.583472,4.6,60176392382
Kuala-lumpur,Joint Functional Screening @ BainsPhysio Fitness ,"9127 A, Jalan Bandar 4, Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.210545,101.752164,4.6,60341073566
Kuala-lumpur,Motion Gymnastics ,"L1-11, Cova Square, Jalan Teknologi, 47810 Petaling Jaya, Selangor",3.147874,101.5746509,4.6,60166883835
Kuala-lumpur,onethreeseven ,"C12-2 Jln Ampang Utama 1/1, Taman Ampang Utama, Ampang 68000 Selangor.",3.154673,101.751214,4.6,60342665558
Kuala-lumpur,Fitology ,"9, Jalan Riong, Off Jalan Maarof, Bangsar, 59100 Kuala Lumpur",3.127282,101.674016,4.5,60322014311
Kuala-lumpur,Organica Lifestyle ,"66 Lorong Maarof, Bangsar
Kuala Lumpur",3.131336,101.673096,4.5,""
Kuala-lumpur,Impulse Studio ,"Platinum Sentral G08, 2 Jalan Stesen Sentral, 50470, Kuala Lumpur",3.1363837,101.6864628,4.5,""
Kuala-lumpur,Brasil Fitness (formerly known as Arte E Vida Dance Studio) ,"12, Jalan Solaris 3, Solaris Mont Kiara, 50480 Kuala Lumpur",3.174984,101.659444,4.5,60167132585
Kuala-lumpur,Yoga Hive ,"4, Lorong Rahim Kajai 14
Taman Tun Dr Ismail
60000 Kuala Lumpur
Wilayah Persekutuan Kuala Lumpur",3.154388,101.623019,4.5,60192896338.
Kuala-lumpur,Twin Towers Fitness Centre ,"Concourse Level, PETRONAS Twin Towers, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Malaysia",3.15878,101.710939,4.5,60323312052
Kuala-lumpur,Far Infrared (FIR) Therapy Sauna @ Fitology Bangsar ,"9, Jalan Riong, Off Jalan Maarof, Bangsar, 59100 Kuala Lumpur",3.127282,101.674016,4.5,60322014311
Kuala-lumpur,Fitlab ,"86, Jalan Limau Nipis, Bangsar Park, 59000 KL",3.133501,101.67452,4.5,60182170945
Kuala-lumpur,Jazzercise Mont Kiara ,"Suite B-10-5, Plaza Mont Kiara, 2, Jalan Kiara,
Mont Kiara, Kuala Lumpur 50480",3.165304,101.651901,4.5,60126283020
Kuala-lumpur,Fuel Athletics ,"No 3, Pinggiran Setia Budi, Pusat Komuniti, Bukit Damansara, 50490 Kuala Lumpur",3.150661,101.656687,4.5,""
Kuala-lumpur,Cross Muay Thai ,"100-G, 009 The School@Jaya One 
72A, Jalan Universiti
Seksyen 13
46200 Petaling Jaya, Selangor",3.1187211,101.6332294,4.5,""
Kuala-lumpur,Lockdown ,"T19, Level 3, Lot 10 Shopping Centre,50250,Kuala Lumpur,KUALA LUMPUR",3.146841,101.711625,4.5,601117230151
Kuala-lumpur,Honey Badgers ,"C-G-45, Block Camilia, 10 Boulevard, Lebuhraya Sprint, PJU 6A, 47400 Petaling Jaya, 47400 Petaling Jaya, Malaysia",3.1302595,101.6129332,4.5,""
Kuala-lumpur,Pushmore Fitness Centre ,"B-G-23, Block B, Merchant Square, Jalan Tropicana Selatan 1, 47301 Petaling Jaya, Selangor",3.1334655,101.6008423,4.5,60378870120
Kuala-lumpur,Viva Vertical (Pole Dance) ,"G-02, Heritage House, 33 Jalan Yap Ah Shak, 50300 Kuala Lumpur",3.1577438,101.700469,4.5,""
Kuala-lumpur,Ascott Kuala Lumpur ,"9, Jalan Pinang, Kuala Lumpur, 50450 Kuala Lumpur",3.154747,101.710626,4.5,""
Kuala-lumpur,Classic Yoga ,"55-3, 2nd Floor, USJ 9/5S, UEP, Subang Jaya, 47620",3.046954,101.586469,4.5,""
Kuala-lumpur,MovePlay Fat-Shred Bootcamp ,"PUBLIC PARK, TAMAN ZAABA, TAMAN TUN DR ISMAIL, KUALA LUMPUR",3.143309,101.624592,4.5,""
Kuala-lumpur,Ladies Club Fitness Centre ,"No 22B Jalan Tengku Ampuan Zabedah K 9/K, 40100 Shah Alam, Malaysia",3.084301,101.525981,4.5,""
Kuala-lumpur,Yokkao Training Center ,"11-3-1, Taman Danau Desa Business Centre, Jalan 3/ 109F Taman Desa 58100 Kuala Lumpur",3.1000517,101.687594,4.5,""
Kuala-lumpur,Illusions Dance Academy ,"90-1, Jalan Tun Sambanthan, Kuala Lumpur, Malaysia",3.133107,101.688078,4.5,60126532779
Kuala-lumpur,Fitin30 ,"Pusat Komuniti Bukit Damansara, No 3, Jalan Setia Budi, Bukit Damansara, Kuala Lumpur, 50490 (At the basketball court)",3.150672,101.656709,4.5,""
Kuala-lumpur,Mad Monkeyz Climbing Gym ( Beginner ) ,"19-1, Jalan Metro Wangsa, sect 2, wangsa maju, 53300, KL",3.2054875,101.7356537,4.5,603 4142 0698
Kuala-lumpur,Just Gym ,"17A, Jalan SS 24/8, Taman Megah, 47301 Petaling Jaya, Selangor",3.113606,101.611582,4.5,60175765955
Kuala-lumpur,The Golden Space Malaysia ,"27-2, Jalan PJU 5/20 Kota Damansara 47810 Petaling Jaya Selangor",3.153942,101.592857,4.5,60361427218
Kuala-lumpur,QLS Fitness ,"Block F-08-01, Plaza Kelana Jaya, Jalan SS 7/13a, SS 7, 47301 Petaling Jaya, Selangor",3.095228,101.598685,4.5,""
Kuala-lumpur,Freedom Dance Studio ,"11, Jalan Prima Setapak 3
Taman Setapak
53000 Kuala Lumpur
Wilayah Persekutuan Kuala Lumpur",3.197742,101.712195,4.5,60129134400
Kuala-lumpur,Arena 51 ,"1.011, The School, Jaya One , 72A, Jalan Universiti , Seksyen 13, 46200 Petaling Jaya",3.117295,101.635552,4.5,""
Kuala-lumpur,Aesthetic Brazilian Jiu-Jitsu ,"2nd Floor, No. 68, Jalan SS15/4D, Subang Jaya, 47500, Petaling Jaya, Selangor
47500",3.073574,101.589397,4.5,601123238428
Kuala-lumpur,Country Club Fitness FTX ,"4th Floor, Patent House, Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.147435,101.71183,4.5,""
Kuala-lumpur,Yoga May Class ,"22, Jalan SL 1/12, Bandar Sungai Long, 43000 Kajang, Selangor",3.042204,101.791683,4.5,""
Kuala-lumpur,Dragon Muay Thai Club ,"4th floor, Jalan Alor,
Bukit Bintang
Wisma City tower
50200 KL",3.1476678,101.7054061,4.5,""
Kuala-lumpur,Life Wellness Management ,"33-1, Jalan Puteri 2/3, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",3.022233,101.616626,4.5,60149092388
Kuala-lumpur,D'Popeye Gym ,"No 8-1 Jalan 42/26, Taman Sri Rampai, Setapak, 53300 Kuala Lumpur, Malaysia",3.193877,101.732384,4.5,""
Kuala-lumpur,Home Life Fitness ,"No. 9-1, Jalan Temenggung 9/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor",3.052406,101.787491,4.5,""
Kuala-lumpur,Yoga Moment ,"13-3-1, Jalan Prima A, U13/A, Setia Alam, Seksyen U13, 40170 Shah Alam, Malaysia",3.097588,101.444181,4.5,60163287612
Kuala-lumpur,I Love My Club ,"Lot 24A, Jalan Mamanda 4, Ampang Point Ampang, 68000",3.157929,101.750418,4.5,""
Kuala-lumpur,Ekta Holistic Centre ,"27-2, Jalan Puteri 2/6, Bandar Puteri, 47100 Puchong, Selangor",3.02248,101.617634,4.5,60123159389
Kuala-lumpur,HardCore Gym Club ,"No 1-3, Jalan PJS 8/11, Dataran Mentari, 46150 Petaling Jaya, Selangor",3.077607,101.610532,4.5,""
Kuala-lumpur,Rhythm Identity Dance Academy ,"No. 173A, Jalan Aminuddin Baki, Taman Tun Dr. Ismail, Wilayah Persekutuan, 60000 Kuala Lumpur, Malaysia",3.153679,101.62304,4.5,""
Kuala-lumpur,Super Yoga Kids ,"3, Jalan Ang Seng 3, 
Brickfields, 
50470, Kuala Lumpur.",3.1274095,101.6800821,4.5,""
Kuala-lumpur,Xin Studio ,"18-3-1 Jalan Setia Prima B U13/B, 40170 Shah Alam, Malaysia",3.097408,101.445755,4.5,""
Kuala-lumpur,Movimento Simples de Capoeira Malaysia ,"Casa do Capoeira
B-3-2, Blk B Plaza Damas,
60, Jalan Sri Hartamas 1,
50480 Kuala Lumpur",3.1641621,101.6558728,4.5,""
Kuala-lumpur,Fitbox ,"49-1, Jalan Mawar 15, Dataran Mestika, Jalan Kuari, Taman Bukit Permai, 56100, Selangor",3.113299,101.755611,4.5,60169153927
Kuala-lumpur,Fitlife Gym ,"No 1-2 Jalan 3/76D, Desa Pandan, 55100 Kuala Lumpur, Malaysia",3.146304,101.736194,4.5,""
Kuala-lumpur,ML Yoga ,"ML Yoga Studio 2nd Floor, 18-2, Jalan Prima Setapak 1 Off Jalan Genting Kelang, Wilayah Persekutuan 53300 Kuala Lumpur",3.196849,101.71359,4.5,""
Kuala-lumpur,Inhale Exhale Pilates Studio ,"N-2-2 Plaza Damas Jalan Sri Hartamas 1 Taman Sri Hartamas 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",3.163679,101.65565,4.5,""
Kuala-lumpur,Redmouse Dance Academy ,"36-2 Jalan PJS 8/2, Dataran Menteri Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia.",3.0749,101.612296,4.5,""
Kuala-lumpur,Grupo Capoeira Cordao de Ouro Malaysia ,"19-3 Right Angle,Jalan 14/22, Petaling Jaya, Selangor",3.111321,101.633971,4.5,60173874089
Kuala-lumpur,Seed Wing Chun Combat Systems ,"Jalan Anggerik Doritis 31/143, Kota Kemuning, 40460 Shah Alam, Selangor, Malaysia",2.984824,101.540945,4.5,""
